item_id,question_id,anonymous_system_label,question,gold_atomic_fact,source_evidence,answer,review_label,review_reason,confidence
RQ4-rq4-v1-009-SYSTEM_A-F02,rq4-v1-009,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Japanese Conehead?","The source records the indication of Japanese Conehead as: Menstrual disorder, dysmenorrhea, amenorrhea, postpartum abdominal pain, concretion and conglomeration, swollen welling abscess, knocks and falls..","Source entity: Japanese Conehead. Source: TCMBank. Herb: Japanese Conehead. Pinyin: HONG ZE LAN. Latin name: Strobilanthes japonicus [Syn. Championella japonica]. Used part: whole herb. Source-recorded function: To quicken blood and free menstruation, transform stasis and move water.. Source-recorded indication: Menstrual disorder, dysmenorrhea, amenorrhea, postpartum abdominal pain, concretion and conglomeration, swollen welling abscess, knocks and falls..","Japanese Conehead is used as a whole herb in traditional Chinese medicine. Its functions include quickening blood and freeing menstruation, as well as transforming stasis and moving water. It is traditionally used to treat menstrual disorder, dysmenorrhea, amenorrhea, postpartum abdominal pain, concretion and conglomeration, swollen welling abscess, and knocks and falls. [tcmv1-1b5fa36f4665e439f84f698f]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-041-SYSTEM_B-F02,rq4-v1-041,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Fairy Primrose?","The source records the indication of Fairy Primrose as: Lung heat cough, red swollen in throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen welling abscess, sore and boil..","Source entity: Fairy Primrose. Source: TCMBank. Herb: Fairy Primrose. Pinyin: BAO CHUN HUA. Latin name: Primula malacoides. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Lung heat cough, red swollen in throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen welling abscess, sore and boil..","TCM educational synthesis: Herbal Knowledge Agent: Fairy Primrose, with the pinyin name BAO CHUN HUA and Latin name Primula malacoides, is recorded in traditional Chinese medicine as the whole herb. Its source-reported function is to clear heat and resolve toxin. It is traditionally used for conditions such as lung heat cough, red swollen throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen abscess, and sore and boil. [tcmv1-0b21dc263938bfc4210261dd] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-060-SYSTEM_B-F01,rq4-v1-060,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for Jiaozhizi?","The source records the traditional properties of Jiaozhizi as: Bitter,Cold.","Source entity: Jiaozhizi. Source: SymMap v2. Herb: Jiaozhizi. Pinyin: Jiaozhizi. Latin name: Gardeniae Fructus Praeparatus. Traditional properties: Bitter,Cold. Meridians: Heart,Lung,Triple Energizers. Traditional class: Heat-Clearing Medicinal.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records that Jiaozhizi has traditional properties of Bitter and Cold, acts on the Heart, Lung, and Triple Energizers meridians, and is classified as a Heat-Clearing Medicinal. [tcmv1-0c6bca5666b1b1c0cc3b8738] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-15d4c2e795991b5a1e7d3d60]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-064-SYSTEM_A-F01,rq4-v1-064,SYSTEM_A,What does TCM Research Corpus v1 record about Heart stasis?,"The source defines Heart stasis as: 血瘀证是指瘀血内阻,以疼痛、肿块、出血、瘀血色脉征为主要表现的证。","Source entity: Heart stasis. Source: SymMap v2. Syndrome: Heart stasis. Pinyin: Xin Fu Yu Xie. Source definition: 血瘀证是指瘀血内阻,以疼痛、肿块、出血、瘀血色脉征为主要表现的证。.","TCM educational synthesis: Syndrome Differentiation Agent: TCM Research Corpus v1 records that Heart stasis, or Xin Fu Yu Xie, is defined as a syndrome where瘀血 (stagnant blood) blocks the heart, presenting symptoms such as pain, swelling, and bleeding, along with signs of瘀血色脉征 (blood stasis-related color and pulse manifestations). It does not mention any specific relationship with other syndromes. [tcmv1-5341d286a1dd40ea6c7b45ee] [tcmv1-dcbf5602974acb5bc915e047] [tcmv1-c19d19bf14e015f6709cdae6]",PARTIALLY_SUPPORTED,"The answer captures blood-stasis obstruction, pain, bleeding, and stasis color/pulse signs, but renders the Gold mass/lump manifestation as swelling rather than preserving it clearly.",HIGH
RQ4-rq4-v1-094-SYSTEM_A-F01,rq4-v1-094,SYSTEM_A,"How are Prepared Frankincense and constipation due to heat in the large intestine represented separately in TCM Research Corpus v1, and what evidence is recorded for each?",The source records the function of Prepared Frankincense as: Treatment of pains caused by blood stagnation.,Source entity: Prepared Frankincense. Source: TCMBank. Herb: Prepared Frankincense. Pinyin: ZHI RU XIANG. Latin name: Resina Olibani Praparata. Traditional properties: Warm; Pungent; Bitter. Meridians: Spleen; Liver; Heart. Used part: Boswellia carterii Birdw. Source-recorded function: Treatment of pains caused by blood stagnation. Source-recorded indication: 1. Exerting significant analgesic effect.2. Dilating the peripheral blood vessels.3. Enhancing the phagocytosis of macrophages in the abdominal cavity of mice.. Clinical manifestations: 1. Exerting significant analgesic effect.2. Dilating the peripheral blood vessels.3. Enhancing the phagocytosis of macrophages in the abdominal cavity of mice..,C4 execution failed because a required LLM debate stage did not complete.,NOT_SUPPORTED,The answer is an execution-failure message and does not state the Gold atomic fact.,HIGH
RQ4-rq4-v1-011-SYSTEM_B-F02,rq4-v1-011,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for Alpiniae Oxyphyliae Fructus?","The source records the meridians of Alpiniae Oxyphyliae Fructus as: Spleen,Kidney.","Source entity: Alpiniae Oxyphyliae Fructus. Source: SymMap v2. Herb: Alpiniae Oxyphyliae Fructus. Pinyin: Yizhi. Latin name: Alpiniae Oxyphyllae Fructus. Traditional properties: Pungent,Warm. Meridians: Spleen,Kidney. Traditional class: Yang Reinforcing Drugs.",Corpus v1 records that Alpiniae Oxyphyliae Fructus has traditional properties of Pungent and Warm. It is associated with the Spleen and Kidney meridians. The herb is classified as a Yang Reinforcing Drug according to traditional TCM sources. [tcmv1-22aec54e88660bc726946405] [tcmv1-09a0adad17d8310bc3c939df] [tcmv1-318b61c35b3da00a2d5868e8],SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-036-SYSTEM_A-F02,rq4-v1-036,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Laxleaf Sweetroot?","The source records the indication of Laxleaf Sweetroot as: Wind-cold common cold, vertex headache, generalized pain..","Source entity: Laxleaf Sweetroot. Source: TCMBank. Herb: Laxleaf Sweetroot. Pinyin: XIANG GEN QIN. Latin name: Osmorhiza aristata var. laxa. Used part: root. Source-recorded function: To dissipate cold and effuse exterior, relieve pain, fortify stomach, brighten eyes.. Source-recorded indication: Wind-cold common cold, vertex headache, generalized pain..","Laxleaf Sweetroot is recorded as an herb with the pinyin name XIANG GEN QIN and the Latin name Osmorhiza aristata var. laxa. The used part is the root. Its source-recorded functions include dissipating cold, effusing exterior, relieving pain, fortifying the stomach, and brightening the eyes. It is traditionally indicated for wind-cold common cold, vertex headache, and generalized pain. [tcmv1-0ae93aac4a03f744a9216f75]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-098-SYSTEM_B-F01,rq4-v1-098,SYSTEM_B,"How are Chinese Crossostephium Root and deficiency of qi and yin represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source records the function of Chinese Crossostephium Root as: To dispel wind-damp, warm center and relieve pain..","Source entity: Chinese Crossostephium Root. Source: TCMBank. Herb: Chinese Crossostephium Root. Pinyin: FU RONG JU GEN. Latin name: Crossostephium chinense. Used part: root. Source-recorded function: To dispel wind-damp, warm center and relieve pain.. Source-recorded indication: Rheumatic arthritis, cold pain in stomach duct..","Chinese Crossostephium Root is recorded in TCM as a herb used to dispel wind-damp, warm the center, and relieve pain, with indications for rheumatic arthritis and cold pain in the stomach duct. Deficiency of qi and yin is characterized by insufficient qi and yin leading to reduced vitality and weakened physiological functions, arising from prolonged yin deficiency impairing qi transformation or external factors like heat, toxins, or pathogens depleting both qi and yin. [tcmv1-0d572b1f8e4d66f35179e87e] [tcmv1-abfcc2453d99e3a8fa48d1aa] [tcmv1-833f1086e54ed47c969dddfa]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-013-SYSTEM_A-F01,rq4-v1-013,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Sievers Wormwood?","The source records the function of Sievers Wormwood as: To clear heat and disinhibit damp, cool blood and stanch bleeding..","Source entity: Sievers Wormwood. Source: TCMBank. Herb: Sievers Wormwood. Pinyin: BAI HAO. Latin name: Artemisia sieversiana. Used part: whole herb. Source-recorded function: To clear heat and disinhibit damp, cool blood and stanch bleeding.. Source-recorded indication: Wind-cold-damp impediment, jaundice, heat dysentery, scab and lai ..","Sievers Wormwood, known as BAI HAO in pinyin and with the Latin name Artemisia sieversiana, is recorded in traditional Chinese medicine as the whole herb. Its source-recorded functions include clearing heat and disinhibiting damp, as well as cooling blood and stanching bleeding. The indications associated with it are wind-cold-damp impediment, jaundice, heat dysentery, scab, and lai. [tcmv1-09c3d0e3a25f23243dafda02]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-053-SYSTEM_A-F01,rq4-v1-053,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for Tubiechong?","The source records the traditional properties of Tubiechong as: Salty,Cold,Slightly Toxic.","Source entity: Tubiechong. Source: SymMap v2. Herb: Tubiechong. Pinyin: Tubiechong. Latin name: Eupolyphaga Steleophaga. Traditional properties: Salty,Cold,Slightly Toxic. Meridians: Liver. Traditional class: Blood-Activating Trauma-Curing Medicinal.","Corpus v1 records that Tubiechong has traditional properties of Salty, Cold, and Slightly Toxic. It is associated with the Liver meridian. The traditional class of Tubiechong is Blood-Activating and Trauma-Curing Medicinal. [tcmv1-0c1022f90396c99d057d9ebe]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-039-SYSTEM_B-F02,rq4-v1-039,SYSTEM_B,What source-recorded function and indication are listed for Prepared Tortoise plastron?,"The source records the indication of Prepared Tortoise plastron as: Treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision. Tortoise plastron (Guiban) is used with White peony root (Baishao), Cyathula root (Niuxi),.","Source entity: Prepared Tortoise plastron. Source: TCMBank. Herb: Prepared Tortoise plastron. Pinyin: ZHI GUI BAN. Latin name: Plastrum Testudinis Praparata. Traditional properties: Cold; Sweet; Salty. Meridians: Liver; Heart; Kidney. Source-recorded function: Treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision. Tortoise plastron (Guiban) is used with White peony root (Baishao), Cyathula root (Niuxi), Sea-ear sh. Source-recorded indication: Treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision. Tortoise plastron (Guiban) is used with White peony root (Baishao), Cyathula root (Niuxi),.","TCM educational synthesis: Herbal Knowledge Agent: Prepared Tortoise plastron: Source-recorded function is treatment of hyperactivity of liver yang due to deficient yin of the liver and kidneys manifested as dizziness, distension and pain in the head and blurred vision.

E LI: No evidence-supported facts are provided for this target. [tcmv1-0b139c086dfc1a868c86b9c9]",PARTIALLY_SUPPORTED,"The answer states the main Gold treatment for hyperactivity of liver yang due to liver-kidney yin deficiency and its symptoms, but omits the Gold source's accompanying combination details with other materia medica.",HIGH
